sample_fp	plate	well	tile	cycle
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c2/P001_SBS_10x_Wells-A2_Points-277__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	277	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c3/P001_SBS_10x_Wells-A2_Points-277__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	277	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c4/P001_SBS_10x_Wells-A2_Points-277__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	277	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c5/P001_SBS_10x_Wells-A2_Points-277__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	277	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c6/P001_SBS_10x_Wells-A2_Points-277__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	277	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c7/P001_SBS_10x_Wells-A2_Points-277__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	277	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c8/P001_SBS_10x_Wells-A2_Points-277__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	277	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c9/P001_SBS_10x_Wells-A2_Points-277__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	277	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c10/P001_SBS_10x_Wells-A2_Points-277__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	277	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c11/P001_SBS_10x_Wells-A2_Points-277__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	277	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c1/P001_SBS_10x_Wells-A2_Points-278__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	278	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c2/P001_SBS_10x_Wells-A2_Points-278__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	278	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c3/P001_SBS_10x_Wells-A2_Points-278__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	278	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c4/P001_SBS_10x_Wells-A2_Points-278__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	278	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c5/P001_SBS_10x_Wells-A2_Points-278__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	278	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c6/P001_SBS_10x_Wells-A2_Points-278__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	278	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c7/P001_SBS_10x_Wells-A2_Points-278__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	278	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c8/P001_SBS_10x_Wells-A2_Points-278__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	278	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c9/P001_SBS_10x_Wells-A2_Points-278__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	278	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c10/P001_SBS_10x_Wells-A2_Points-278__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	278	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c11/P001_SBS_10x_Wells-A2_Points-278__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	278	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c1/P001_SBS_10x_Wells-A2_Points-279__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	279	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c2/P001_SBS_10x_Wells-A2_Points-279__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	279	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c3/P001_SBS_10x_Wells-A2_Points-279__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	279	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c4/P001_SBS_10x_Wells-A2_Points-279__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	279	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c5/P001_SBS_10x_Wells-A2_Points-279__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	279	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c6/P001_SBS_10x_Wells-A2_Points-279__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	279	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c7/P001_SBS_10x_Wells-A2_Points-279__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	279	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c8/P001_SBS_10x_Wells-A2_Points-279__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	279	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c9/P001_SBS_10x_Wells-A2_Points-279__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	279	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c10/P001_SBS_10x_Wells-A2_Points-279__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	279	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c11/P001_SBS_10x_Wells-A2_Points-279__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	279	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c1/P001_SBS_10x_Wells-A2_Points-280__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	280	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c2/P001_SBS_10x_Wells-A2_Points-280__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	280	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c3/P001_SBS_10x_Wells-A2_Points-280__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	280	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c4/P001_SBS_10x_Wells-A2_Points-280__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	280	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c5/P001_SBS_10x_Wells-A2_Points-280__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	280	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c6/P001_SBS_10x_Wells-A2_Points-280__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	280	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c7/P001_SBS_10x_Wells-A2_Points-280__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	280	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c8/P001_SBS_10x_Wells-A2_Points-280__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	280	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c9/P001_SBS_10x_Wells-A2_Points-280__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	280	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c10/P001_SBS_10x_Wells-A2_Points-280__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	280	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c11/P001_SBS_10x_Wells-A2_Points-280__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	280	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c1/P001_SBS_10x_Wells-A2_Points-281__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	281	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c2/P001_SBS_10x_Wells-A2_Points-281__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	281	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c3/P001_SBS_10x_Wells-A2_Points-281__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	281	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c4/P001_SBS_10x_Wells-A2_Points-281__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	281	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c5/P001_SBS_10x_Wells-A2_Points-281__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	281	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c6/P001_SBS_10x_Wells-A2_Points-281__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	281	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c7/P001_SBS_10x_Wells-A2_Points-281__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	281	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c8/P001_SBS_10x_Wells-A2_Points-281__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	281	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c9/P001_SBS_10x_Wells-A2_Points-281__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	281	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c10/P001_SBS_10x_Wells-A2_Points-281__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	281	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c11/P001_SBS_10x_Wells-A2_Points-281__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	281	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c1/P001_SBS_10x_Wells-A2_Points-282__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	282	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c2/P001_SBS_10x_Wells-A2_Points-282__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	282	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c3/P001_SBS_10x_Wells-A2_Points-282__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	282	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c4/P001_SBS_10x_Wells-A2_Points-282__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	282	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c5/P001_SBS_10x_Wells-A2_Points-282__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	282	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c6/P001_SBS_10x_Wells-A2_Points-282__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	282	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c7/P001_SBS_10x_Wells-A2_Points-282__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	282	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c8/P001_SBS_10x_Wells-A2_Points-282__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	282	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c9/P001_SBS_10x_Wells-A2_Points-282__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	282	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c10/P001_SBS_10x_Wells-A2_Points-282__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	282	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c11/P001_SBS_10x_Wells-A2_Points-282__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	282	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c1/P001_SBS_10x_Wells-A2_Points-283__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	283	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c2/P001_SBS_10x_Wells-A2_Points-283__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	283	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c3/P001_SBS_10x_Wells-A2_Points-283__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	283	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c4/P001_SBS_10x_Wells-A2_Points-283__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	283	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c5/P001_SBS_10x_Wells-A2_Points-283__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	283	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c6/P001_SBS_10x_Wells-A2_Points-283__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	283	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c7/P001_SBS_10x_Wells-A2_Points-283__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	283	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c8/P001_SBS_10x_Wells-A2_Points-283__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	283	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c9/P001_SBS_10x_Wells-A2_Points-283__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	283	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c10/P001_SBS_10x_Wells-A2_Points-283__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	283	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c11/P001_SBS_10x_Wells-A2_Points-283__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	283	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c1/P001_SBS_10x_Wells-A2_Points-284__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	284	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c2/P001_SBS_10x_Wells-A2_Points-284__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	284	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c3/P001_SBS_10x_Wells-A2_Points-284__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	284	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c4/P001_SBS_10x_Wells-A2_Points-284__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	284	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c5/P001_SBS_10x_Wells-A2_Points-284__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	284	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c6/P001_SBS_10x_Wells-A2_Points-284__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	284	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c7/P001_SBS_10x_Wells-A2_Points-284__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	284	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c8/P001_SBS_10x_Wells-A2_Points-284__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	284	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c9/P001_SBS_10x_Wells-A2_Points-284__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	284	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c10/P001_SBS_10x_Wells-A2_Points-284__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	284	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c11/P001_SBS_10x_Wells-A2_Points-284__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	284	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c1/P001_SBS_10x_Wells-A2_Points-285__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	285	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c2/P001_SBS_10x_Wells-A2_Points-285__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	285	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c3/P001_SBS_10x_Wells-A2_Points-285__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	285	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c4/P001_SBS_10x_Wells-A2_Points-285__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	285	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c5/P001_SBS_10x_Wells-A2_Points-285__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	285	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c6/P001_SBS_10x_Wells-A2_Points-285__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	285	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c7/P001_SBS_10x_Wells-A2_Points-285__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	285	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c8/P001_SBS_10x_Wells-A2_Points-285__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	285	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c9/P001_SBS_10x_Wells-A2_Points-285__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	285	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c10/P001_SBS_10x_Wells-A2_Points-285__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	285	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c11/P001_SBS_10x_Wells-A2_Points-285__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	285	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c1/P001_SBS_10x_Wells-A2_Points-286__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	286	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c2/P001_SBS_10x_Wells-A2_Points-286__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	286	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c3/P001_SBS_10x_Wells-A2_Points-286__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	286	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c4/P001_SBS_10x_Wells-A2_Points-286__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	286	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c5/P001_SBS_10x_Wells-A2_Points-286__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	286	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c6/P001_SBS_10x_Wells-A2_Points-286__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	286	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c7/P001_SBS_10x_Wells-A2_Points-286__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	286	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c8/P001_SBS_10x_Wells-A2_Points-286__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	286	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c9/P001_SBS_10x_Wells-A2_Points-286__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	286	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c10/P001_SBS_10x_Wells-A2_Points-286__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	286	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c11/P001_SBS_10x_Wells-A2_Points-286__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	286	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c1/P001_SBS_10x_Wells-A2_Points-287__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	287	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c2/P001_SBS_10x_Wells-A2_Points-287__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	287	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c3/P001_SBS_10x_Wells-A2_Points-287__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	287	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c4/P001_SBS_10x_Wells-A2_Points-287__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	287	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c5/P001_SBS_10x_Wells-A2_Points-287__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	287	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c6/P001_SBS_10x_Wells-A2_Points-287__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	287	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c7/P001_SBS_10x_Wells-A2_Points-287__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	287	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c8/P001_SBS_10x_Wells-A2_Points-287__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	287	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c9/P001_SBS_10x_Wells-A2_Points-287__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	287	9
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c10/P001_SBS_10x_Wells-A2_Points-287__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	287	10
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c11/P001_SBS_10x_Wells-A2_Points-287__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	287	11
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c1/P001_SBS_10x_Wells-A2_Points-288__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	288	1
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c2/P001_SBS_10x_Wells-A2_Points-288__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	288	2
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c3/P001_SBS_10x_Wells-A2_Points-288__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	288	3
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c4/P001_SBS_10x_Wells-A2_Points-288__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	288	4
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c5/P001_SBS_10x_Wells-A2_Points-288__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	288	5
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c6/P001_SBS_10x_Wells-A2_Points-288__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	288	6
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c7/P001_SBS_10x_Wells-A2_Points-288__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	288	7
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c8/P001_SBS_10x_Wells-A2_Points-288__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	288	8
/lab/barcheese01/brieflow_screens/denali-data/input_sbs/plate_1/c9/P001_SBS_10x_Wells-A2_Points-288__Channel_Cy7,Cy5,AF594,Cy3_SBS,DAPI_SBS.nd2	1	A2	288	9
